OBJECTID,FEATURE_ID,OPERATIONAL,LENGTH,DIRECTION,CARRIAGEWAY,ROAD_NAME,BOROUGH,WEEK_DAYS,SATURDAY,SUNDAY,EVENT_DAYS,VEHICLES,ROUTE,LANE_TYPE,ROADTYPE,YEAR_REMOVED,DATASET_LAST_UPDATED,Shape__Length
50339,4d858343-3374-46c4-a039-8a84b73087ad,Live,125,South West,Nearside,Essex Road,Islington,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","38, 56, 73, 341, 476, N38, N73",Not Applicable,Borough,,2024/08/13 00:00:00+00,125.459195990884
50340,90674eaa-ff81-4787-9477-69a19c589763,Live,363,North East,Nearside,Kingston Road,Wandsworth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","85, 265, 969",Not Applicable,TLRN,,2024/08/13 00:00:00+00,362.780133006309
50341,427dd8ba-2d04-49ca-9aa1-48beaa838e28,Live,453,South,Nearside,Streatham Hill,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","57, 109, 118, 133, 159, 201, 250, 319, 333, 417, N109, N133, N137, N250, P13",Not Applicable,TLRN,,2024/08/13 00:00:00+00,453.421589732878
50342,7d745c46-1ec3-4443-baf4-b1b77b9706b3,Live,59,North West,Nearside,Silvertown Way,Newham,07:00-10:00,07:00-10:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","147, 330, 474, N551, UL75",Not Applicable,Borough,,2024/08/13 00:00:00+00,58.9072442706603
50343,54508392-c570-4406-bb02-ace952062d80,Live,33,North East,Nearside,Aspen Way,Tower Hamlets,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Motorcyle","D3, N550, SL4",Not Applicable,Borough,,2024/08/13 00:00:00+00,32.9431640415381
50344,199c0b92-6aac-4ed1-bcc3-8b31e0b25069,Live,241,South East,Nearside,Finchley Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","13, 31, 113, 187, 268, C11, N28, N31, N113, UL1, UL2, UL6, UL70, UL77, UL92, Y31",Not Applicable,TLRN,,2024/08/13 00:00:00+00,240.819852043715
50345,29813f5b-9c89-40ef-9f9a-29c34b57f897,Live,40,North,Nearside,Perran Road,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"2, 68, 196, 201, 322, 415, 432, 468, 690, N2, N68, P13, SL6",Not Applicable,TLRN,,2024/08/13 00:00:00+00,40.2260837011114
50346,063c5328-b0f1-4bb8-a7ed-b25d519c2137,Live,49,East,Nearside,Uxbridge Road,Hammersmith & Fulham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"31, 49, 94, 148, 207, 228, 237, 260, 295, 316, C1, N207, SL8, UL1, Y7, Y7N, Y94, Y148",Not Applicable,Borough,,2024/08/13 00:00:00+00,48.7216116401917
50347,fe628dba-2b91-45d0-8b1d-0f9843e3cf88,Live,24,West,Nearside,Bethnal Green Road,Hackney,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","8, 388, N8, UL23, UL40, UL53, UL65, UL66",Not Applicable,Borough,,2024/08/13 00:00:00+00,24.4465925839264
50348,460029b9-84ec-46cf-bd06-5e289f7aa452,Live,18,North,Nearside,Denmark Hill,Lambeth,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","40, 42, 68, 176, 185, 468, 484, N68",Not Applicable,Borough,,2024/08/13 00:00:00+00,17.6595369720881
50349,e7f376a9-8c54-4433-a30a-09fce7eddbda,Live,275,North West,Nearside,Finchley Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","13, 113, N113, UL92",Not Applicable,TLRN,,2024/08/13 00:00:00+00,275.156739471834
50350,3240d832-b302-4dd5-acec-58011cddeb96,Live,792,North,Nearside,Roehampton Lane,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","265, 419, 493, 969, N72, N74",Not Applicable,TLRN,,2024/08/13 00:00:00+00,791.649644709519
50351,42eac3fa-5bda-4dc2-8bcc-3ed6587d01f7,Live,180,South West,Nearside,Millbank,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","87, N87",Not Applicable,TLRN,,2024/08/13 00:00:00+00,179.613502079038
50352,6b26b7ad-d87e-40bc-8203-9b3b17bace93,Live,183,North,Nearside,Farringdon Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","40, 63, 341, N63",Not Applicable,TLRN,,2024/08/13 00:00:00+00,182.899346308399
50353,9396ede2-7d6b-4115-a464-194d92cd21ab,Live,327,West,Nearside,High Holborn,Camden,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","8, 59, 133, N8, N25, N242",Not Applicable,Borough,,2024/08/13 00:00:00+00,327.412702905762
50354,33b307e5-e336-46e8-9106-c2607a06cddc,Live,338,North West,Nearside,Old Kent Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","21, 53, 78, 172, 453, N21, N53",Not Applicable,TLRN,,2024/08/13 00:00:00+00,337.623360169619
50355,d230e6b2-d282-4973-82ff-4ee1529590a7,Live,172,South,Nearside,High Street,Ealing,07:00-19:00,10:00-18:00,10:00-18:00,Not Applicable,"Bus, Cycle and Taxi","65, N65, UL29, UL81",Not Applicable,Borough,,2024/08/13 00:00:00+00,172.066786257482
50356,2b6d6ad4-3cc5-4725-ac6c-1e99e7cfccc2,Live,467,North,Nearside,Morden Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","93, 470, N155, T1, T2, T3, T4, TR3, UL41",Not Applicable,TLRN,,2024/08/13 00:00:00+00,466.735626981575
50357,93a00f8b-4f1e-4ffc-a9a7-65135259979d,Live,76,North,Nearside,York Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","11, 12, 148, 159, 453, C10, N53, N109, N155, N381, Y148",Not Applicable,TLRN,,2024/08/13 00:00:00+00,75.7881064693245
50358,da46a768-1cdd-4a7d-866a-758b2884f3ff,Live,31,North,Nearside,Upper Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","4, 19, 30, 43, N19, N41, N277",Not Applicable,TLRN,,2024/08/13 00:00:00+00,30.6592208207165
50359,e350a8ef-73d3-4ca6-9ea4-d7d148536f41,Live,144,South West,Nearside,Gloucester Road,Waltham Forest,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","55, 56, N38, N55",Not Applicable,Borough,,2024/08/13 00:00:00+00,144.144069426047
50360,88bd79da-eb9b-4e4d-b714-44473e3148b6,Live,284,North East,Nearside,Kennington Park Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","133, 155, 333, 415, N133, N155",Not Applicable,TLRN,,2024/08/13 00:00:00+00,283.805334398158
50361,0d40daca-59b6-44e8-89f2-ecb1e3879b02,Live,249,South,Nearside,Kennington Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","3, 59, 159, N3, N109, SL6",Not Applicable,TLRN,,2024/08/13 00:00:00+00,249.328638388516
50362,b1d6d09a-ded2-48a3-99b1-6498415b7ff7,Live,469,East,Nearside,New Cross Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","21, 53, 136, 171, 172, 177, 225, 321, 436, 453, N21, N53, N89, N136, N171, UL53",Not Applicable,TLRN,,2024/08/13 00:00:00+00,469.466074798991
50363,dba47e04-4be6-4bb1-b3a4-d50ae7b4075e,Live,265,East,Nearside,High Road,Barking & Dagenham,15:00-19:00,15:00-19:00,Not in Operation,Not Applicable,Bus and Cycle,"62, 86, 173, 362, N86, UL16, UL51",Not Applicable,Borough,,2024/08/13 00:00:00+00,265.136142358783
50364,367e97ab-1935-4377-bbce-23df4c86c45a,Live,432,South,Nearside,Camberwell Road,Southwark,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","12, 35, 40, 42, 45, 68, 148, 171, 176, 468, N68, N89, N171, Y148",Not Applicable,Borough,,2024/08/13 00:00:00+00,432.405072045312
50365,1142cd77-4ac1-449e-ac8a-15593e6c9fe4,Live,183,North East,Nearside,Essex Road,Islington,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","38, 56, 73, 341, 476, N38, N73",Not Applicable,Borough,,2024/08/13 00:00:00+00,182.847411058151
50366,02c8e989-37bd-4c5f-a414-4c841b8e2780,Live,34,North West,Nearside,Queenstown Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","137, 156, 452, N137, Y452",Not Applicable,Borough,,2024/08/13 00:00:00+00,34.0481609625685
50367,a8add46f-a549-4548-b158-1995618404ba,Live,22,West,Nearside,Victoria Road,Ealing,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"218, 260, 266, 440, 487, N266, UL17, UL36, UL49, UL74, UL96, Y218",Not Applicable,Borough,,2024/08/13 00:00:00+00,22.0601988335215
50368,7d41c31f-b7f1-4bcf-a5e4-e15ea2835332,Live,116,North,Nearside,Kingsland Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","149, 242, 243, N242, UL23, UL53",Not Applicable,TLRN,,2024/08/13 00:00:00+00,115.503184241711
50369,814e1077-c853-4650-9e74-2cc83eebb1e6,Live,204,East,Nearside,Harrow Road,Brent,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,Bus,"18, N18, UL1, UL2, UL19, UL43, UL49, UL70, UL77, Y18, Y18N, Y31",Not Applicable,Borough,,2024/08/13 00:00:00+00,203.588828981715
50370,c5dcd26a-249a-4105-be6d-a0d59e7d9f6f,Live,58,South East,Nearside,Muswell Hill Broadway,Haringey,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","43, 102, 134, 234, 299, 634",Not Applicable,Borough,,2024/08/13 00:00:00+00,57.5864787125729
50371,0cd7122d-2382-4310-bc5c-daa71b393f5b,Live,22,South,Nearside,Tolworth Rise North,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"265, 613, 662, 665",Not Applicable,TLRN,,2024/08/13 00:00:00+00,22.4440538033789
50372,9a01616f-736e-4b55-a615-f7cca28d1d33,Live,448,East,Nearside,New Road,Havering,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","287, 365",Not Applicable,Borough,,2024/08/13 00:00:00+00,447.756966389273
50373,b416d090-f918-4392-89d8-2945df23a42b,Live,47,South,Nearside,High Road,Haringey,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","121, 141, 232, 329, 629, N29",Not Applicable,Borough,,2024/08/13 00:00:00+00,46.7321368621339
50374,a2259ed6-5942-43a2-b98c-91cb4e3230c0,Live,53,South,Nearside,North Side Wandsworth Common,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","37, 39, 87, 156, 170, 219, 337, 639, 670, N87",Not Applicable,TLRN,,2024/08/13 00:00:00+00,53.1025780851654
50375,dd6ee437-860b-460b-b483-6b1a5362638a,Live,116,North,Nearside,Buckingham Palace Road,Westminster,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","11, 44, 170, C1, C10, N11, N44",Not Applicable,Borough,,2024/08/13 00:00:00+00,115.944472214009
50376,4dff145a-9e79-426e-80b7-265496296381,Live,31,North East,Nearside,Kensington High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","9, 27, 28, 49, C1, N9, N27, N28, Y27, Y27N, Y28",Not Applicable,Borough,,2024/08/13 00:00:00+00,31.3643823457812
50377,6c9296bc-de9d-490a-b73e-22ab5ab9895e,Live,105,North East,Nearside,London Road,Hounslow,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","65, 237, 267, N9, N65",Not Applicable,Borough,,2024/08/13 00:00:00+00,104.825872810683
50378,042e2252-bc05-4064-8598-6a1a4540de7d,Live,170,South East,Nearside,Ripple Road,Barking & Dagenham,16:00-19:00,16:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","62, 287, 368, 687, UL24",Not Applicable,Borough,,2024/08/13 00:00:00+00,170.076979222453
50379,b25af787-6c66-495a-b8c0-2ae2299b7611,Live,638,East,Nearside,Bath Road,Hillingdon,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","81, 105, 111, 222, 278, 285, 423, N9, N140, SL9",Not Applicable,TLRN,,2024/08/13 00:00:00+00,638.02150406751
50380,8eecbaef-4332-422c-86fb-e3473d7c4692,Live,101,South,Nearside,Chalk Pit Way,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","80, 151, 164, 213, 280, 407, 413, 470, 613, 627, N44, S1, S2, S3, S4, SL7",Not Applicable,TLRN,,2024/08/13 00:00:00+00,100.742587058223
50381,dc99407a-266c-46b6-a1bb-65db00138903,Live,117,North,Nearside,Deptford Church Street,Lewisham,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","47, UL53",Not Applicable,Borough,,2024/08/13 00:00:00+00,116.762736809424
50382,722f62ec-84fd-4c15-adcb-9cadf3ffde01,Live,112,West,Nearside,Romford Road,Newham,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","25, 86, 425, N25, N86, UL7, UL16",Not Applicable,Borough,,2024/08/13 00:00:00+00,112.458095631185
50383,3612bfca-edfe-42a7-affa-813229fb7283,Live,112,North West,Nearside,Highgate Hill,Islington,16:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","143, 210, 263, N271, W5",Not Applicable,Borough,,2024/08/13 00:00:00+00,111.544892428841
50384,4bcc18a0-5796-4465-81fb-756baee06a42,Live,747,West,Nearside,Commercial Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","15, 115, 135, N15, N550, UL62",Not Applicable,TLRN,,2024/08/13 00:00:00+00,747.071311489103
50385,a06f35cc-6550-4628-8924-531543bf9fd6,Live,241,North West,Nearside,Honeypot Lane,Harrow,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","79, 114, 324, 628, 688, N98, UL15",Not Applicable,Borough,,2024/08/13 00:00:00+00,240.874809587731
50386,24daecd2-ac63-452a-adea-3e27e4d81561,Live,427,North,Nearside,River Road,Barking & Dagenham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","EL1, EL2, EL3",Not Applicable,Borough,,2024/08/13 00:00:00+00,426.640629423354
50387,aa31acb8-4a41-49db-83b4-d0a485533077,Live,429,South West,Nearside,Clapham Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","50, 88, 155, 345, N155, P5, UL41",Not Applicable,TLRN,,2024/08/13 00:00:00+00,428.561491250131
50388,e077f3d9-2ce3-40a4-8f5e-a8e6ecfd6184,Live,292,North,Nearside,Kennington Road,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","3, 59, 159, 360, N3, N109, SL6",Not Applicable,Borough,,2024/08/13 00:00:00+00,292.417801519996
50389,596099b7-5f96-479b-8aa7-ec89a1e92ba9,Live,745,South East,Nearside,The Hyde,Barnet,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","32, 83, 142, 183, 632, 642, 653, 683, N5, N32, N83, SL10, UL92",Not Applicable,Borough,,2024/08/13 00:00:00+00,745.23899284718
50390,4f29b546-692e-4783-81d3-07edc76c95e5,Live,39,South East,Nearside,High Road,Haringey,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"29, 67, 121, 123, 141, 144, 184, 221, 230, 232, 329, N29, N91, UL63, W4",Not Applicable,Borough,,2024/08/13 00:00:00+00,38.6635216862155
50391,ebf22b6a-99f2-47f0-a6ff-243024161ba2,Live,333,West,Nearside,Hampstead Road,Transport for London,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","24, 27, 29, 134, N5, N20, N27, N29, N279, Y27, Y27N",Not Applicable,TLRN,,2024/08/13 00:00:00+00,333.458525355578
50392,b56b2663-53ed-4b62-8ebf-d0446a9d6a5e,Live,31,North East,Nearside,Lewisham High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"47, 54, 75, 122, 136, 181, 185, 199, 208, 225, 284, 484, N136, N199, P4",Not Applicable,TLRN,,2024/08/13 00:00:00+00,30.5187288798609
50393,fb9c3ff8-b483-48a3-8d22-9ae7a28701b0,Live,183,West,Nearside,The Broadway,Merton,07:00-10:00,07:00-10:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","57, 93, 131, 219, TR3, UL64",Not Applicable,Borough,,2024/08/13 00:00:00+00,183.314394867559
50394,38fcec01-9c91-4ca5-8793-57f1c229e6c5,Live,442,South West,Nearside,Tollington Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","4, 29, 153, 253, 254, 259, N29, N253, N279, UL8, UL28",Not Applicable,TLRN,,2024/08/13 00:00:00+00,441.50631212123
50395,60da1ffe-493a-4e27-b870-00a90f326a82,Live,105,East,Nearside,Bath Road,Hillingdon,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","81, 105, 111, 222, 278, 285, 423, N9, N140, SL9",Not Applicable,TLRN,,2024/08/13 00:00:00+00,104.939034962525
50396,42ec8182-a01b-408f-a893-43a9fadfb564,Live,54,South West,Nearside,Kennington Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"3, 59, 159, N3, N109, SL6",Not Applicable,TLRN,,2024/08/13 00:00:00+00,53.9182209996658
50397,36792bbc-7653-40e0-bbf5-21d95d6b4309,Live,308,South,Nearside,Kingsland Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","149, 242, 243, N242, UL23, UL53",Not Applicable,TLRN,,2024/08/13 00:00:00+00,308.41846531547
50398,ae09eaf0-7999-4306-908f-efce90b94901,Live,225,North,Nearside,Deepdene Road,Lambeth,07:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","42, 68, 468, N68, UL3",Not Applicable,Borough,,2024/08/13 00:00:00+00,225.469603425883
50399,d5ff7036-4ee0-4f5b-8c39-a50ffea0c64f,Live,715,South,Nearside,Academy Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi",122,Not Applicable,TLRN,,2024/08/13 00:00:00+00,714.584801336961
50400,2f2283de-6dee-4438-b97f-964414a41362,Live,346,South East,Nearside,Walworth Road,Southwark,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","12, 35, 40, 45, 68, 136, 148, 171, 176, 343, 468, N68, N89, N171, N343, P5, Y148",Not Applicable,Borough,,2024/08/13 00:00:00+00,345.564319419559
50401,20ec99e9-255a-4c8e-b4f7-54fa870791ae,Live,231,North,Nearside,Kingsland Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","67, 76, 149, 242, 243, 277, 488, N242, UL23, UL53",Not Applicable,TLRN,,2024/08/13 00:00:00+00,230.986302942969
50402,cefc163c-5bc3-460f-8b1b-350ef41c1b5f,Live,78,South,Nearside,Chapel Road,Redbridge,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","25, 86, 123, 128, 145, 147, 150, 167, 169, 179, 296, 364, 366, 396, 425, 462, 667, 677, 679, EL1, N25, N86, SL2, UL16, W19",Not Applicable,Borough,,2024/08/13 00:00:00+00,78.3597708034121
50403,40048a89-0f30-4c8f-bca4-bab8ff896a3e,Live,375,East,Nearside,Commercial Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","15, 115, 135, N15, N550, UL62",Not Applicable,TLRN,,2024/08/13 00:00:00+00,375.164201339964
50404,e9a617d8-ac41-4409-9110-43e7803ee70f,Live,523,East,Nearside,Plumstead Road,Greenwich,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","96, 99, 122, 177, 180, 244, 301, 380, 422, 469, 472, 672, N1",Not Applicable,Borough,,2024/08/13 00:00:00+00,522.749388910302
50405,522cefa3-1b2c-4faf-a4ab-e411ed61ad9b,Live,90,South West,Nearside,Central Way,Greenwich,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","177, 229, 401, 472, 601, 602, 669, N1, SL3",Not Applicable,Borough,,2024/08/13 00:00:00+00,89.5722476261373
50406,8acdc6f9-c65a-4fe0-add8-7b6245bb04b8,Live,278,West,Nearside,Battersea Rise,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","35, 37",Not Applicable,TLRN,,2024/08/13 00:00:00+00,278.402798560543
50407,53ea8ef5-bf8e-4455-937a-c88ef5ca32c6,Live,119,South,Nearside,Wood Lane,Hammersmith & Fulham,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","72, 95, 220, 272, 283, N72, UL1, UL36, Y7, Y7N, Y31",Not Applicable,Borough,,2024/08/13 00:00:00+00,118.78255036489
50408,1ec126b2-b9fd-4cc7-9e20-2032bc08529b,Live,398,North,Nearside,Peckham High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","12, 36, 37, 63, 78, 136, 171, 177, 197, 343, 345, 363, 381, 436, N63, N89, N136, N171, N343, N381, P12, P13, UL3, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,398.181365072283
50409,dcdb2d4b-604e-41bc-bf45-695678b44b05,Live,261,South,Nearside,London Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","60, 109, N109",Not Applicable,TLRN,,2024/08/13 00:00:00+00,261.087688553013
50410,856fc15b-2be0-4a07-a07f-3911fe93a916,Live,80,North East,Nearside,Buckingham Palace Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"2, 3, 6, 11, 13, 36, 36X, 38, 44, 52, 148, 170, 390, C1, C10, N2, N11, N32, N38, N44, N136, Y36, Y148",Not Applicable,TLRN,,2024/08/13 00:00:00+00,79.6936630410594
50411,3488b325-90e0-4521-b2ce-fee8efa5fa91,Live,91,West,Nearside,Homerton Road,Hackney,07:00-16:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","236, 276, 308, UL21, UL42, UL70, W15",Not Applicable,Borough,,2024/08/13 00:00:00+00,91.114027937998
50412,3f856d7e-8d0d-4087-8891-3113a4827b26,Live,18,South,Nearside,High Road,Brent,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"260, 266, 297, N266, UL6, UL27",Not Applicable,Borough,,2024/08/13 00:00:00+00,18.0557331327383
50413,94fadbce-49c7-43f7-862b-600c625d62fd,Live,245,North,Nearside,Garratt Lane,Wandsworth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","28, 44, 220, 270, N28, N44, Y28",Not Applicable,Borough,,2024/08/13 00:00:00+00,245.227376249974
50414,6d1e11d9-201d-434e-8a1d-851cb9934b90,Live,432,South,Nearside,Upper Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","4, 19, 30, 38, 43, 56, 73, 341, 476, N19, N38, N41, N73, N277",Not Applicable,TLRN,,2024/08/13 00:00:00+00,432.098534561558
50415,afa7dc69-94ae-4ec5-9e8c-6732b7a00e4c,Live,40,North East,Nearside,Eastcote Lane,Ealing,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,395,Not Applicable,Borough,,2024/08/13 00:00:00+00,40.1414094377923
50416,4697a5a2-3915-4549-8ada-ce21bbda89d1,Live,120,South,Nearside,High Road,Haringey,07:00-13:00,07:00-13:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","149, 259, 279, 349, N279, UL18, UL50, UL65, UL66",Not Applicable,Borough,,2024/08/13 00:00:00+00,119.883236666328
50417,ae4066c4-b1c3-48b8-9f5a-44d9e60acc6e,Live,34,West,Nearside,Byward Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"15, N15",Not Applicable,TLRN,,2024/08/13 00:00:00+00,33.9794497357729
50418,5ed70ac1-2bc2-4237-a2f1-ff6f58c3b03a,Live,179,North,Nearside,Knightsbridge,Westminster,16:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","9, 52, 452, N9, Y452",Not Applicable,Borough,,2024/08/13 00:00:00+00,178.590786709819
50419,02de5285-0116-42d1-8213-8f8a8dfcaa90,Live,113,West,Nearside,Green Lanes,Haringey,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","29, 141, 341, N29, UL8, UL63",Not Applicable,Borough,,2024/08/13 00:00:00+00,113.406376789862
50420,2ab88212-21ef-4f5d-a7df-0c9d761903eb,Live,161,North,Nearside,Burdett Road,Transport for London,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","277, D6, D7, N277",Not Applicable,TLRN,,2024/08/13 00:00:00+00,161.309151878248
