OBJECTID,FEATURE_ID,OPERATIONAL,LENGTH,DIRECTION,CARRIAGEWAY,ROAD_NAME,BOROUGH,WEEK_DAYS,SATURDAY,SUNDAY,EVENT_DAYS,VEHICLES,ROUTE,LANE_TYPE,ROADTYPE,YEAR_REMOVED,DATASET_LAST_UPDATED,Shape__Length
50233,2311bca5-ec3f-4114-8138-7b588a451faf,Live,259,North,Nearside,Kennington Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","3, 59, 159, N3, N109, SL6",Not Applicable,TLRN,,2024/08/13 00:00:00+00,258.876168641897
50234,d6a3b133-603f-405c-89fa-2f0263998d1b,Live,199,North West,Nearside,Battersea Bridge Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","19, 49, 170, 319, 345, 639, 670, N19, N31",Not Applicable,TLRN,,2024/08/13 00:00:00+00,199.459859236762
50235,f35e7ba5-7c49-4822-aab6-9b535b0d93c1,Live,110,North,Nearside,High Road,Haringey,"07:00-10:00, 16:00-00:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","121, 141, 232, 329, 629, N29",Not Applicable,Borough,,2024/08/13 00:00:00+00,109.618972977549
50236,1f41f257-c5f8-4d75-b31a-3ae8529d90cf,Live,269,North East,Nearside,Piccadilly,Westminster,Not in Operation,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","9, 14, 19, 23, 38, N9, N19, N38, N97, Y23",Not Applicable,Borough,,2024/08/13 00:00:00+00,268.550558639073
50237,24d4dae7-149d-4d6b-8e2b-bb0092d1f664,Live,89,East,Nearside,Bowes Road (North Circular Road),Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","34, 184, 232, SL1",Not Applicable,TLRN,,2024/08/13 00:00:00+00,89.0301897729197
50238,d6d6b810-0bee-45a9-bf91-a40549de3493,Live,392,South,Nearside,Streatham High Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","50, 60, 109, 118, 133, 159, 249, 250, 255, G1, N109, N133, N250, P13",Not Applicable,TLRN,,2024/08/13 00:00:00+00,392.192418014846
50239,dd89719b-f63f-4aa8-a097-d2ceb6abb904,Live,110,South West,Nearside,Clapham Road,Transport for London,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","155, 333, N155",Not Applicable,TLRN,,2024/08/13 00:00:00+00,110.395829849879
50240,4c1f63fa-9714-4a18-9bf9-9677b90eb188,Live,87,North East,Nearside,Northolt Road,Harrow,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","114, 140, 258, 395, 640, H9, H10, N140, SL9, UL5, UL78, UL87",Not Applicable,Borough,,2024/08/13 00:00:00+00,86.5794158263422
50241,c826465d-5ebe-423f-ad73-2032980cd2e3,Live,106,South,Nearside,Green Lanes,Haringey,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","29, 41, 67, 141, 230, N29, N41, UL63, W4",Not Applicable,Borough,,2024/08/13 00:00:00+00,106.030464475652
50242,2ed3a178-3267-4784-83e7-2bde0cf847d7,Live,228,South West,Nearside,South Road,Ealing,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","105, 120, 195, 427, 482, E5, H32, UL81, UL82",Not Applicable,Borough,,2024/08/13 00:00:00+00,228.117233113367
50243,a099077d-1e42-4c93-842d-c329e1b6dbbd,Live,115,South West,Nearside,Lambeth Road,Lambeth,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","3, 344, N3",Not Applicable,Borough,,2024/08/13 00:00:00+00,115.360218381671
50244,7eaf357b-ca99-4ca9-89f5-be5954b2770f,Live,110,South,Nearside,Queenstown Road,Lambeth,04:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","137, 156, 452, N137, Y452",Not Applicable,Borough,,2024/08/13 00:00:00+00,110.460245738859
50245,a6f66589-b91a-4b0c-a5dd-5f3f53478369,Live,56,North,Nearside,Garratt Lane,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","28, 44, 220, 270, N28, N44, Y28",Not Applicable,Borough,,2024/08/13 00:00:00+00,55.7913586177009
50246,3e4d4de6-e7a7-4bf3-be40-802f4f3b4325,Live,23,West,Nearside,Bastable Avenue,Barking & Dagenham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"EL1, EL2",Not Applicable,Borough,,2024/08/13 00:00:00+00,22.6169705664819
50247,f4e4e1ef-0770-4c07-82eb-5aed728e2ad3,Live,183,North West,Nearside,Clapham High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","50, 88, 155, 322, 345, N155, UL3, UL41",Not Applicable,TLRN,,2024/08/13 00:00:00+00,182.866176165179
50248,98cdb5e3-31ea-4307-8b5d-e20730177fa7,Live,138,North West,Nearside,Westminster Bridge Road,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","12, 53, 59, 148, 159, 453, N53, N109, N155, SL6, Y148",Not Applicable,Borough,,2024/08/13 00:00:00+00,138.291274240968
50249,4f981989-2e27-42c1-975e-1e6038b4b52e,Live,160,East,Nearside,Angel Road,Enfield,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","34, 444, SL1",Not Applicable,TLRN,,2024/08/13 00:00:00+00,159.647138584222
50250,92a66096-d8bb-41d7-8b5e-0558f9fcedfe,Live,178,North,Nearside,Hampstead Road,Transport for London,16:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","24, 27, 29, 134, N5, N20, N27, N29, N279, Y27, Y27N",Not Applicable,TLRN,,2024/08/13 00:00:00+00,177.67098041688
50251,c22eae9e-53ed-4c5c-be7c-20d95d214dde,Live,17,South East,Nearside,Eversholt Street,Camden,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"1, 253, N5, N20, N253",Not Applicable,Borough,,2024/08/13 00:00:00+00,16.7309157105289
50252,889fd5c2-be01-4c96-b165-c0c99e8cfe3a,Live,108,South,Nearside,Mare Street,Hackney,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","26, 55, 106, 236, 254, 388, N26, N55, N253, UL40, UL65, UL66",Not Applicable,Borough,,2024/08/13 00:00:00+00,107.784465124294
50253,7fe83457-2eea-4dd8-b344-960a7b411df2,Live,446,North,Nearside,London Bridge,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","17, 21, 35, 43, 47, 133, 141, 149, 343, 344, 381, 388, N21, N133, N199, N343, N381",Not Applicable,TLRN,,2024/08/13 00:00:00+00,446.197601958711
50254,d2b673c4-8c55-4c08-9d62-a46bc5bb7a5e,Live,146,North,Nearside,Kennington Lane,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","59, 159, N109, SL6",Not Applicable,Borough,,2024/08/13 00:00:00+00,146.386618952987
50255,ec9b91f0-9d41-41db-9551-3aff3b4154a2,Live,47,North West,Nearside,Muswell Hill,Haringey,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle, Taxi and Authorised Vehicle","144, W7",Not Applicable,Borough,,2024/08/13 00:00:00+00,47.4690858256224
50256,5b9f595f-97e3-4707-b646-8dfafcc44ce1,Live,31,South East,Nearside,The Pavement,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","88, 249, 322",Not Applicable,TLRN,,2024/08/13 00:00:00+00,31.3815576243738
50257,181b8083-fc56-4839-a12c-6e89a9587d98,Live,54,South East,Nearside,Bridgefoot,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"2, 36, 36X, 87, 88, 185, 360, N2, N87, N136, UL37, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,54.1690367315423
50258,a2c2d117-42d7-4710-9005-58073ce28435,Live,252,North,Nearside,Hertford Road,Enfield,16:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","279, 327, N279, UL18, UL65",Not Applicable,Borough,,2024/08/13 00:00:00+00,252.206018656068
50259,7b5114e0-a90c-4056-aa9f-ba4838cb8c26,Live,309,North East,Nearside,Barking Road,Newham,"07:00-10:00, 16:00-19:00",10:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","5, 115, 147, 330, N15",Not Applicable,Borough,,2024/08/13 00:00:00+00,308.641883491154
50260,f3d5ef4e-b1e9-4a80-8791-01603bdb06e6,Live,306,South East,Nearside,Hampton Court Road,Richmond upon Thames,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","111, 216, R68",Not Applicable,Borough,,2024/08/13 00:00:00+00,306.180589885307
50261,bd2e6832-d15c-49da-bfef-3a34307e884e,Live,138,South West,Nearside,Newham Way,Newham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","173, 673, UL79",Not Applicable,TLRN,,2024/08/13 00:00:00+00,137.801002702552
50262,5cea8ae9-aa41-4c1f-bd2d-2fd4fa0a9bae,Live,434,North East,Nearside,Strand,Westminster,Not in Operation,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","9, 15, 23, 26, 87, 91, 139, 176, N9, N15, N21, N26, N44, N87, N89, N91, N155, N199, N343, N550, N551, Y23",Not Applicable,Borough,,2024/08/13 00:00:00+00,433.88864620977
50263,0ab8f792-1841-43f2-b149-db4b79cf331e,Live,182,South East,Nearside,Heston Road,Hounslow,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","111, 120",Not Applicable,Borough,,2024/08/13 00:00:00+00,181.709558813453
50264,b86a1990-c218-4e72-9531-d7918568bd10,Live,256,South West,Nearside,Barking Road,Newham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"5, 69, 108, 115, 147, 300, 309, 323, 330, 474, N15, N550, N551, UL24, UL48, UL61, UL68, UL79, UL80",Not Applicable,TLRN,,2024/08/13 00:00:00+00,256.046538688231
50265,f6e6ad88-c2c0-4ba0-ac96-523535ad25d1,Live,35,South West,Nearside,Gubbins Lane,Havering,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","256, 294, 346, 347, 496, 646, 656, UL51",Not Applicable,Borough,,2024/08/13 00:00:00+00,34.6117425485897
50266,d138b3e5-874f-4e1d-9b88-c2b768235921,Live,74,South,Nearside,Green Lanes,Haringey,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","29, 141, N29, UL63",Not Applicable,Borough,,2024/08/13 00:00:00+00,74.2943582841259
50267,9cb65910-19a5-4ae6-85fa-a4ee0324d9d2,Live,243,West,Nearside,West Way,Enfield,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","34, 102, 144, 456, SL1, W6",Not Applicable,TLRN,,2024/08/13 00:00:00+00,242.937290590255
50268,7af94437-1e98-4923-90aa-3699847af874,Live,332,West,Nearside,New Oxford Street,Camden,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"8, 14, 19, 38, 55, 98, 188, N1, N8, N19, N25, N38, N41, N55, N68, N98, N171, N207, N242, N253",Not Applicable,Borough,,2024/08/13 00:00:00+00,332.024137963184
50269,d2f6c671-a54b-424b-8a0a-a3283b891882,Live,252,North East,Nearside,Bridge Road,Brent,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","83, 182, 206, 223, 297, N83, UL6, UL14, UL15, UL27, UL33, UL43, UL78, UL85, UL86",Not Applicable,Borough,,2024/08/13 00:00:00+00,251.741947917826
50270,77947be4-6fa8-412a-8e6b-93db11fdb8ba,Live,167,South,Nearside,Mitcham Road,Merton,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","44, 77, 264, 270, 280, 355, N44",Not Applicable,Borough,,2024/08/13 00:00:00+00,167.326132022326
50271,a2165f4b-c5aa-4457-9d84-974ba06b6599,Live,243,North,Nearside,Kingsland Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","149, 242, 243, 394, N242, UL23, UL53",Not Applicable,TLRN,,2024/08/13 00:00:00+00,242.955592963991
50272,6fc7f0bb-6615-4855-8030-c357d2575fe2,Live,74,North,Nearside,High Road,Haringey,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","121, 141, 232, 329, 629, N29",Not Applicable,Borough,,2024/08/13 00:00:00+00,73.9692385053054
50273,5b201cab-3d5d-414f-8089-cd52f1fb0aac,Live,27,North,Nearside,St John Street,Transport for London,07:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","19, 38, 153, 341, N19, N38, N41",Not Applicable,Borough,,2024/08/13 00:00:00+00,26.860702090539
50274,8e852136-efe3-4a55-b546-c706567de0d0,Live,430,South,Nearside,London Road,Merton,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","264, 270, 280, 355, N44, S1",Not Applicable,Borough,,2024/08/13 00:00:00+00,430.441729647071
50275,6855d711-aec7-4959-bc8f-90308a5dc31b,Live,63,East,Nearside,Balls Pond Road,Islington,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","30, 38, 56, N38, N277, UL21, UL42, UL70",Not Applicable,Borough,,2024/08/13 00:00:00+00,62.8625441543083
50276,4c7b3961-001d-45a5-a8ea-af144722124d,Live,152,North West,Nearside,Camden High Street,Transport for London,16:00-19:00,16:00-19:00,13:00-19:00,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","1, 24, 27, 29, 31, 88, 134, 214, 253, 274, N5, N20, N27, N28, N29, N31, N253, N279, UL4, UL21, Y27, Y27N, Y31",Not Applicable,TLRN,,2024/08/13 00:00:00+00,152.175343842913
50277,b5a0efa0-2730-437b-a139-8edaf73536f8,Live,222,South,Nearside,Lodge Avenue,Barking & Dagenham,07:00-10:00,07:00-10:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi",368,Not Applicable,Borough,,2024/08/13 00:00:00+00,222.081062933669
50278,bc87fc33-414a-431e-bba7-740ba575750e,Live,239,North,Nearside,Streatham High Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","50, 109, 255, G1, N109",Not Applicable,TLRN,,2024/08/13 00:00:00+00,239.474904503856
50279,1d0ef5e3-3c5e-4729-bff9-e29729549a74,Live,44,South East,Nearside,Borough High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","35, 133, 343, C10, N133, N343",Not Applicable,Borough,,2024/08/13 00:00:00+00,43.7461825164189
50280,f977acc1-0d45-4097-8c51-d84ce36e1b5a,Live,119,East,Nearside,Goodman's Yard,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","15, 42, 78, 100, 343, N15, N551, UL53, UL62",Not Applicable,TLRN,,2024/08/13 00:00:00+00,119.095752985939
50281,514fca6a-3991-47df-9110-59f68fb2cdcd,Live,74,North West,Nearside,Muswell Hill,Haringey,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle, Taxi and Authorised Vehicle","144, W7",Not Applicable,Borough,,2024/08/13 00:00:00+00,74.3001265528311
50282,15d2b5cd-6031-4334-b627-6f6e61c3d338,Live,243,North East,Nearside,Hammersmith Bridge Road,Hammersmith & Fulham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","72, 533, UL26, UL57",Not Applicable,Borough,,2024/08/13 00:00:00+00,243.374842990732
50283,d2e9f2cb-a661-46ca-ac9e-5e9bcfa8a83d,Live,432,East,Nearside,Harrow Road,Brent,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","18, 92, 182, 204, N18, UL19, UL92, Y18, Y18N",Not Applicable,Borough,,2024/08/13 00:00:00+00,432.229664374024
50284,968e7552-3d17-4545-aeae-740aeae4e025,Live,537,South East,Nearside,Clapton Common,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","253, 254, N253",Not Applicable,TLRN,,2024/08/13 00:00:00+00,537.149974770365
50285,52f7f580-d29d-425d-830b-feb97f708c7a,Live,1019,South,Nearside,Lewisham High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","47, 54, 75, 122, 136, 181, 185, 199, 208, 225, 284, 484, N136, N199, P4",Not Applicable,TLRN,,2024/08/13 00:00:00+00,1018.9061357469
50286,f6e47623-9eb4-4dc1-8599-f0663c22c049,Live,206,South,Nearside,Southwark Bridge Road,Southwark,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi",344,Not Applicable,Borough,,2024/08/13 00:00:00+00,205.916111777617
50287,fe719f85-0278-421d-9596-449fb72e0158,Live,469,North,Nearside,Whitehall,Westminster,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","12, 24, 26, 87, 88, 159, 453, N3, N11, N26, N44, N53, N87, N109, N136, N155, N381",Not Applicable,Borough,,2024/08/13 00:00:00+00,468.624827333541
50288,89990018-6be2-410d-b2af-1d2afddb39e1,Live,259,West,Nearside,Garratt Lane,Wandsworth,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","44, 77, 270, G1, N44",Not Applicable,Borough,,2024/08/13 00:00:00+00,258.78553762121
50289,488732db-30b2-426d-ad2e-808157933f22,Live,622,North,Nearside,Mare Street,Hackney,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","30, 55, 106, 236, 254, 276, 277, 394, N55, N253, N277, UL21, UL40, UL42, UL65, UL66, W15",Not Applicable,Borough,,2024/08/13 00:00:00+00,621.75121433509
50290,ebff924e-b001-441d-be0b-4c320275fe54,Live,359,South,Nearside,Finsbury Pavement,Islington,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","21, 43, 76, 100, 141, 153, 214, N271",Not Applicable,Borough,,2024/08/13 00:00:00+00,359.263823651491
50291,2ef50009-8e6d-4a65-a316-4f10220536e6,Live,396,South East,Nearside,New Road,Barking & Dagenham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","145, 174, 175, 287, 687",Not Applicable,Borough,,2024/08/13 00:00:00+00,395.989254155913
50292,c68d1294-4515-4617-ad49-855227b1dd84,Live,78,West,Nearside,Hammersmith Road,Hammersmith & Fulham,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","9, 27, 28, DL11, N9, N27, N28, UL11, Y27, Y27N, Y28",Not Applicable,Borough,,2024/08/13 00:00:00+00,78.0998191240404
50293,092219cf-89b3-4137-937a-da8cdeea37f7,Live,62,South East,Nearside,Camberwell New Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"36, 36X, 185, 436, N136, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,61.9698739299425
50294,54e3d170-4d00-409e-9349-a400865d79e1,Live,144,North,Nearside,Blackfriars Bridge,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","40, 63, N63, N89",Not Applicable,TLRN,,2024/08/13 00:00:00+00,143.617560427774
50295,1eed43a1-95e2-4e1f-bf5c-4d54169af946,Live,94,North,Nearside,Kentish Town Road,Camden,16:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","46, 88, 134, 214, N20, UL4",Not Applicable,Borough,,2024/08/13 00:00:00+00,94.0156806980313
50296,fba40c95-b8a9-470d-85e4-9a9f6342cc98,Live,230,North,Nearside,Central Way,Greenwich,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","244, 301, 472, 672",Not Applicable,Borough,,2024/08/13 00:00:00+00,230.419283632572
50297,82643b57-e852-4699-aae0-483f5801bbaa,Live,18,North,Nearside,Denmark Hill,Transport for London,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","35, 40, 42, 45, 68, 148, 176, 185, 345, 468, 484, N68, Y148",Not Applicable,Borough,,2024/08/13 00:00:00+00,18.2233369433729
50298,f3de1a9c-8dbe-4383-87b5-3a5b7bfb9976,Live,484,North West,Nearside,Archway Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","43, 134, 234, N20, UL4, UL58",Not Applicable,TLRN,,2024/08/13 00:00:00+00,484.017413953873
50299,62e15def-f2f4-462f-92ec-13ae1015b076,Live,45,North,Nearside,High Road,Haringey,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","121, 141, 232, 329, 629, N29",Not Applicable,Borough,,2024/08/13 00:00:00+00,45.3039262323436
50300,c2362623-c444-44e6-bdb6-e91dfee6bf09,Live,255,West,Nearside,Camberwell Church Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","12, 36, 36X, 171, 345, 436, N89, N136, N171, Y36",Not Applicable,TLRN,,2024/08/13 00:00:00+00,254.814809167167
50301,8cba8ddc-ae77-4d11-85b9-8c534e8f1390,Live,400,North West,Nearside,Lewisham Way,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","21, 136, 321, 436, N21, N136",Not Applicable,TLRN,,2024/08/13 00:00:00+00,399.934346748194
